Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,6,"189,348","85,065","946,740","85,065","7,224",0,"8,370","4,056","6,826",0,709,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,7,"329,618","137,284","6,592,350","137,284","8,066",0,"27,315","9,858","15,707",0,"3,479",Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,8,"323,130","152,458","6,462,590","152,458","4,027",0,"28,080","9,603","14,428",0,"3,518",Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,9,"195,641","78,623","978,206","78,623","3,727",0,"8,268","4,264","6,424",0,"1,774",Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,10,"89,520","83,931","447,600","83,931","1,059",0,465,510,819,0,76,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,11,"58,164","38,812","290,822","38,812",401,0,0,0,367,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,12,"26,429",0,"132,145",0,780,0,0,0,50,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,1,"4,788",0,"9,576",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,2,"3,817",0,"7,634",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,3,"4,838",0,"9,675",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,4,"7,496",0,"14,993",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,5,"4,666",0,"9,333",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,6,"5,180",0,"10,361",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,7,"6,090",0,"12,179",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,8,"4,421",0,"8,842",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,9,"4,218",0,"8,435",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,10,"11,494",0,"22,988",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,11,"7,666",0,"15,331",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,12,"4,794",0,"9,587",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,"69,468",0,"138,934",0,0,0,0,0,0,0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,1,37,0,392,0,0,0,0,0,12,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,2,6,0,220,0,0,0,0,0,11,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,3,9,0,264,0,0,0,0,0,13,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,4,198,0,"2,142",0,0,0,0,0,69,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,5,"1,131",0,"22,772",0,0,0,0,0,975,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,6,"2,981",0,"60,293",0,0,0,0,0,"2,586",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,7,"8,560",0,"185,728",0,0,0,0,0,"8,169",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,8,"9,704",0,"196,866",0,0,0,0,0,"8,454",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,9,"6,752",0,"126,515",0,0,0,0,0,"5,368",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,10,777,0,"10,360",0,0,0,0,0,374,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,11,124,0,"1,360",0,0,0,0,0,44,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,12,47,0,290,0,0,0,0,0,6,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2017,"30,326",0,"607,202",0,0,0,0,0,"26,081",0,0
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,1,"96,056","41,975","261,707","41,975","1,652",0,623,598,114,0,3,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,2,"94,433","59,840","293,495","59,840","2,483",0,973,502,481,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,3,"114,817","54,045","402,846","54,045","2,250",254,"1,102",866,"1,306",0,6,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,4,"202,039","102,678","859,325","102,678","4,352",616,"5,913","2,727","3,019",0,9,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,5,"350,885","95,763","1,673,692","95,763","7,940","1,028","14,259","7,458","12,417",0,12,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,6,"500,191","102,618","2,680,291","102,618","10,737","1,200","25,946","10,642","15,164",0,27,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,7,"510,184","79,141","3,716,666","79,141","12,553","4,121","46,466","17,445","34,507",0,25,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,8,"764,282","31,087","4,392,740","31,087","11,011","2,844","56,516","17,365","33,469",0,27,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,9,"411,658","60,771","2,425,106","60,771","10,011","2,294","20,086","14,456","18,843",0,23,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,10,"194,127","44,456","706,295","44,456","5,810",116,"5,572","3,186","2,353",0,4,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,11,"91,989","62,494","219,677","62,494","2,207",0,442,528,640,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Olympic NP,OLYM,National Park,Pacific West ,WA,2017,12,"71,335","42,551","244,365","42,551","2,699",0,461,413,365,0,2,Olympic NP,OLYM,National Park,Pacific West ,WA,2017,"3,401,996","777,419","17,876,205","310,633","73,705","12,473","178,359","76,186","122,678",0,138
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,1,"24,592",10,"62,781",10,0,0,0,0,10,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,2,"21,907",10,"59,828",10,0,0,0,0,32,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,3,"54,971",10,"156,820",10,0,0,0,0,212,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,4,"49,474",10,"144,414",10,0,0,0,0,222,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,5,"61,584",10,"174,631",10,0,0,0,0,199,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,6,"82,104",10,"224,266",10,0,0,0,0,199,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,7,"81,984",10,"224,353",10,0,0,0,0,79,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,8,"76,121",10,"193,487",10,0,0,0,0,120,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,9,"47,260",10,"132,926",10,0,0,0,0,80,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,10,"65,029",10,"174,395",10,0,0,0,0,107,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,11,"33,237",10,"109,531",10,0,0,0,0,63,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,12,"29,494",10,"75,409",10,0,0,0,0,78,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2017,"627,757",120,"1,732,841",120,0,0,0,0,"1,401",0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,1,"12,696",0,"45,802",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,2,"13,476",0,"48,255",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,3,"28,618",0,"102,523",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,4,"34,773",0,"124,748",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,5,"24,776",0,"88,862",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,6,"20,556",0,"73,436",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,7,"20,705",0,"74,173",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,8,"15,826",0,"56,716",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,9,"12,781",0,"45,813",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,10,"15,829",0,"56,657",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,11,"15,473",0,"55,641",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,12,"17,825",0,"63,627",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,"233,334",0,"836,253",0,0,0,0,0,0,0,0
Redwood NP,REDW,National Park,Pacific West ,CA,2017,1,"24,830",0,"78,228",0,0,0,58,0,56,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,2,"16,308",0,"52,913",0,0,0,30,0,8,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,3,"19,301",0,"73,821",0,0,0,277,0,122,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,4,"32,127",0,"119,699",0,0,0,213,0,106,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,5,"49,170",0,"189,550",0,0,0,322,0,465,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,6,"59,862",0,"242,791",0,0,0,559,0,906,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,7,"68,427",0,"292,904",0,0,0,605,0,"1,284",0,611,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,8,"51,747",0,"225,147",0,0,0,624,0,"1,045",0,304,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,9,"43,677",0,"175,027",0,0,0,214,0,382,0,471,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,10,"31,446",0,"139,081",0,0,0,285,0,255,0,844,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,11,"21,096",0,"61,097",0,0,0,79,0,65,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Redwood NP,REDW,National Park,Pacific West ,CA,2017,12,"27,009",0,"81,672",0,0,0,97,0,75,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,1,"95,602",90,"581,214",90,0,0,204,132,95,0,44,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,2,"98,832",50,"599,822",50,0,0,168,111,148,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,3,"145,110",80,"891,621",80,0,0,681,198,431,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,4,"158,360",70,"988,927",70,0,0,"1,248",843,325,0,7,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,5,"263,222",490,"1,779,875",490,0,0,"7,158","3,378","1,777",0,221,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,6,"741,247","1,400","5,297,116","1,400",0,0,"27,714","13,623","8,330",0,"3,435",Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,7,"885,478","2,050","6,390,211","2,050",0,0,"33,708","13,332","14,786",0,"5,508",Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,8,"782,625","2,300","5,652,470","2,300",0,0,"31,401","13,074","11,498",0,"3,822",Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,9,"681,160","1,500","4,697,054","1,500",0,0,"20,076","11,508","6,496",0,51,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,10,"332,526",560,"2,047,271",560,0,0,"1,218","1,032","1,007",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,11,"140,223",100,"853,960",100,0,0,351,252,186,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,12,"112,830",60,"685,156",60,0,0,252,144,115,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2017,"4,437,215","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088"
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,1,"106,868","242,449","113,999","242,449",0,0,0,0,210,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,2,"129,417","175,486","134,603","175,486",0,0,0,0,222,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,3,"139,654","191,684","157,038","191,684",0,0,0,0,702,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,4,"99,335","177,426","111,462","177,426",0,0,0,0,479,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,5,"61,633","184,214","64,269","184,214",0,0,0,0,124,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,6,"45,316","169,986","46,701","169,986",0,0,0,0,23,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,7,"51,672","162,308","51,330","162,308",0,0,0,0,7,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,8,"56,232","154,498","56,270","154,498",0,0,0,0,51,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,9,"43,075","164,317","45,369","164,317",0,0,0,0,128,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,10,"59,768","171,686","64,936","171,686",0,0,0,0,166,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,11,"81,806","168,703","86,586","168,703",0,0,0,0,116,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,12,"89,984","176,276","91,331","176,276",0,0,0,0,111,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2017,"964,760","2,139,033","1,023,894","534,757",0,0,0,0,"2,339",0,0
